image_name,labels,is_valid
train/10.1001+jama.2014.1397-5.jpg,Text,False
train/10.1001+jama.2014.1397-6.jpg,Text,False
train/10.1001+jama.2014.1397-7.jpg,Text,False
train/10.1001+jama.2014.3610-2.jpg,Text,False
valid/10.1001+jama.2015.15287-1.jpg,Text,True
train/10.1001+journalofethics.2017.19.5.ecas2-1705-06.jpg,Text,False
train/10.1001+journalofethics.2017.19.5.ecas2-1705-07.jpg,Text,False
train/10.1001+journalofethics.2017.19.5.ecas2-1705-08.jpg,Text,False
train/10.1001+journalofethics.2017.19.5.ecas2-1705-09.jpg,Text,False
train/10.1001+journalofethics.2017.19.5.ecas2-1705-10.jpg,Text,False
train/10.1001+journalofethics.2017.19.6.ecas1-1706-1.jpg,Text,False
train/10.1001+journalofethics.2017.19.6.ecas1-1706-2.jpg,Text,False
train/10.1001+journalofethics.2017.19.6.ecas1-1706-3.jpg,Text,False
train/10.1001+journalofethics.2017.19.6.ecas1-1706-4.jpg,Text,False
train/10.1001+journalofethics.2017.19.6.ecas1-1706-5.jpg,Text,False
train/10.1002+14651858.CD002892.pub4-137.jpg,Text,False
train/10.1002+14651858.CD002892.pub4-138.jpg,Text,False
train/10.1002+14651858.CD002892.pub4-140.jpg,Text,False
train/10.1002+14651858.CD002892.pub4-143.jpg,Text,False
train/10.1002+14651858.CD002892.pub4-149.jpg,Text,False
train/10.1002+14651858.CD002892.pub4-150.jpg,Text,False
valid/10.1002+14651858.CD002892.pub4-151.jpg,Text,True
train/10.1002+14651858.CD002892.pub4-152.jpg,Text,False
train/10.1002+14651858.CD002892.pub4-153.jpg,Text,False
train/10.1002+14651858.CD002892.pub4-154.jpg,Text,False
train/10.1002+14651858.CD011431-136.jpg,Text,False
train/10.1002+14651858.CD011431-137.jpg,Text,False
train/10.1002+14651858.CD011431-138.jpg,Text,False
train/10.1002+14651858.CD011431-139.jpg,Text,False
train/10.1002+14651858.CD011431-140.jpg,Text,False
train/10.1002+14651858.CD011431-141.jpg,Text,False
train/10.1002+14651858.CD011431-142.jpg,Text,False
train/10.1002+14651858.CD011431-143.jpg,Text,False
train/10.1002+14651858.CD011431-144.jpg,Text,False
valid/10.1002+14651858.CD011431-145.jpg,Text,True
valid/10.1002+2211-5463.12813-04.jpg,MicroPhoto,True
train/10.1002+2211-5463.12813-07.jpg,Other,False
train/10.1002+2211-5463.12822-06.jpg,MicroPhoto,False
train/10.1002+2211-5463.12822-08.jpg,MicroPhoto,False
train/10.1002+2211-5463.12822-09.jpg,MicroPhoto,False
train/10.1002+2211-5463.12822-10.jpg,MicroPhoto,False
train/10.1002+2211-5463.12822-11.jpg,Blot,False
train/10.1002+2211-5463.12822-12.jpg,Blot_MicroPhoto,False
train/10.1002+2211-5463.12867-05.jpg,Other,False
train/10.1002+2211-5463.12867-07.jpg,Other,False
train/10.1002+2211-5463.12867-08.jpg,MicroPhoto,False
train/10.1002+2211-5463.12867-09.jpg,MicroPhoto,False
train/10.1002+2211-5463.12995-08.jpg,MicroPhoto,False
train/10.1002+2211-5463.13011-26.jpg,Blot,False
train/10.1002+2211-5463.13011-27.jpg,Blot,False
train/10.1002+2211-5463.13011-28.jpg,Blot,False
valid/10.1002+2211-5463.13011-30.jpg,Other,True
train/10.1002+advs.201901293-04.jpg,Blot_MicroPhoto_EM,False
train/10.1002+advs.201901293-05.jpg,MicroPhoto,False
valid/10.1002+advs.201901293-07.jpg,MicroPhoto,True
train/10.1002+advs.201901293-08.jpg,MicroPhoto,False
valid/10.1002+advs.201901293-09.jpg,Other,True
train/10.1002+advs.201901293-12.jpg,Photo_MicroPhoto,False
valid/10.1002+advs.201902599-02.jpg,Other,True
train/10.1002+advs.201903237-03.jpg,Photo_MicroPhoto,False
train/10.1002+advs.201903237-06.jpg,MicroPhoto,False
train/10.1002+advs.201903237-07.jpg,MicroPhoto,False
train/10.1002+advs.201903583-03.jpg,Photo_MicroPhoto,False
train/10.1002+advs.201903583-04.jpg,Blot_MicroPhoto,False
train/10.1002+advs.201903583-06.jpg,Blot_MicroPhoto_Medical,False
train/10.1002+advs.201903583-08.jpg,Blot_MicroPhoto,False
train/10.1002+advs.202000532-03.jpg,Other,False
train/10.1002+advs.202000532-04.jpg,Other,False
train/10.1002+advs.202000532-06.jpg,Other,False
train/10.1002+advs.202000532-07.jpg,Blot,False
train/10.1002+advs.202000532-09.jpg,Blot,False
train/10.1002+advs.202000532-11.jpg,Blot,False
train/10.1002+aisy.202000140-3.jpg,Photo,False
train/10.1002+aisy.202000140-4.jpg,MicroPhoto,False
train/10.1002+aisy.202000140-5.jpg,MicroPhoto,False
train/10.1002+cam4.2810-05.jpg,MicroPhoto,False
train/10.1002+cam4.2810-07.jpg,Blot_Photo_MicroPhoto,False
